Place's name,Place's rank,Place's type,Place's status,Place's time,Place's images,Place's url,Place's rate,Place's total reviewer,Place's 5 points,Place's 4 points,Place's 3 points,Place's 2 points,Place's 1 points,retrived_date,Province
Ngo Minh Tailor,Số 19 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,Đang mở cửa,08:00 - 21:00,32,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12827319-Reviews-Ngo_Minh_Tailor-Hanoi.html,5,59,53,5,1,0,0,4/21/2022,Hà Nội
The Bros Bar,Số 45 trên 158 Giải trí về đêm ở Hà Nội,Quán bar & câu lạc bộ,,,8,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12717677-Reviews-The_Bros_Bar-Hanoi.html,5,7,6,1,0,0,0,4/21/2022,Hà Nội
Rental Cars Hanoi,Số 130 trên 346 Phương tiện giao thông ở Hà Nội,Taxi & xe đưa đón,Đang mở cửa,09:00 - 20:00,11,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12590776-Reviews-Rental_Cars_Hanoi-Hanoi.html,5,2,2,0,0,0,0,4/21/2022,Hà Nội
Bus Express 86,Số 25 trên 346 Phương tiện giao thông ở Hà Nội,Dịch vụ xe buýt • Hệ thống giao thông công cộng,,,63,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12569701-Reviews-Bus_Express_86-Hanoi.html,4.5,156,115,33,3,2,3,4/21/2022,Hà Nội
Hathi Julia Spa,Số 259 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,,,13,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12456317-Reviews-Hathi_Julia_Spa-Hanoi.html,3,2,1,0,0,0,1,4/21/2022,Hà Nội
Babylon Bar,Số 95 trên 158 Giải trí về đêm ở Hà Nội,Quán bar & câu lạc bộ • Quán cà phê • Quán bar rượu vang,,,3,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12435622-Reviews-Babylon_Bar-Hanoi.html,3,5,2,1,0,0,2,4/21/2022,Hà Nội
Tony Vietnam Adventures & Transfers,Số 341 trên 346 Phương tiện giao thông ở Hà Nội,Taxi & xe đưa đón,Đang mở cửa,00:00 - 23:59,149,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12287023-Reviews-Tony_Vietnam_Adventures_Transfers-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Cửa Hàng Huy Hùng Gallery,Số 251 trong 259 hoạt động giải trí tại Hà Nội,Phòng trưng bày nghệ thuật,,,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12250848-Reviews-Huy_Hung_Gallery-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Bưu Điện Hà Nội,Số 209 trong 259 hoạt động giải trí tại Hà Nội,Tòa nhà chính phủ,Đang mở cửa,05:30 - 22:00,9,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12231787-Reviews-Post_Office_Ha_Noi-Hanoi.html,3,24,2,4,13,1,4,4/21/2022,Hà Nội
Trường Đại Học Bách Khoa Hà Nội,Số 173 trong 259 hoạt động giải trí tại Hà Nội,Trường đại học & trường học,,,10,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12211616-Reviews-Hanoi_University_of_Science_and_Technology-Hanoi.html,3.5,4,0,2,2,0,0,4/21/2022,Hà Nội
Hanoia Mã Mây,Số 62 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,Đang mở cửa,09:00 - 17:00,44,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12162512-Reviews-Hanoia_Ma_May-Hanoi.html,4.5,18,11,5,2,0,0,4/21/2022,Hà Nội
Chùa Bà Đá,Số 104 trong 259 hoạt động giải trí tại Hà Nội,Điểm thu hút khách tham quan & thắng cảnh • Địa điểm tôn giáo,,,17,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12110600-Reviews-Chua_Ba_Da-Hanoi.html,4,12,3,5,4,0,0,4/21/2022,Hà Nội
Complet-Veston Đào Oanh,Số 291 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,Đang mở cửa,09:00 - 19:00,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11893969-Reviews-Complet_Veston_Dao_Oanh-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Blue Diamond Spa,Số 197 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,,,8,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11889523-Reviews-Blue_Diamond_Spa-Hanoi.html,4.5,3,2,1,0,0,0,4/21/2022,Hà Nội
Speak Easy Pub,Số 150 trên 158 Giải trí về đêm ở Hà Nội,Quán bar & câu lạc bộ,Đang đóng cửa,21:00 - 23:45,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11880481-Reviews-Speak_Easy_Pub-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Hà Linh Thư - House of Silk,Số 146 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,,,14,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11848237-Reviews-Ha_Linh_Thu_House_of_Silk-Hanoi.html,5,5,4,1,0,0,0,4/21/2022,Hà Nội
The Dreamers,Số 169 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,Đang mở cửa,09:00 - 21:00,16,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11741356-Reviews-The_Dreamers-Hanoi.html,4,5,3,0,2,0,0,4/21/2022,Hà Nội
Mido Spa,Số 30 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,,,165,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11674337-Reviews-Mido_Spa-Hanoi.html,5,1283,1205,56,7,5,10,4/21/2022,Hà Nội
Three Sisters Silk,Số 160 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,Đang mở cửa,08:00 - 19:00,695,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11665324-Reviews-Three_Sisters_Silk-Hanoi.html,4.5,5,4,0,0,1,0,4/21/2022,Hà Nội
The Vape Club,Số 399 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,Đang mở cửa,09:00 - 21:30,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11624953-Reviews-The_Vape_Club-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Vật Phẩm Gỗ,Số 223 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,Đang mở cửa,09:00 - 21:30,1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11620655-Reviews-Tava_Wood_Decor-Hanoi.html,5,1,1,0,0,0,0,4/21/2022,Hà Nội
Khac Ten,Số 400 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,,,1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11513846-Reviews-Khac_Ten-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Xả Spa,Số 187 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,Đang mở cửa,10:00 - 23:30,15,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11443701-Reviews-Xa_Spa-Hanoi.html,5,4,3,1,0,0,0,4/23/2022,Hà Nội
Hien Van Ceramics,Số 189 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,Đang mở cửa,09:00 - 18:00,4,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11437151-Reviews-Hien_Van_Ceramics-Hanoi.html,5,2,2,0,0,0,0,4/23/2022,Hà Nội
Dandy Bespoke,Số 81 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,Đang mở cửa,08:00 - 21:00,16,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10805104-Reviews-Dandy_Bespoke-Hanoi.html,5,9,9,0,0,0,0,4/23/2022,Hà Nội
Chùa Kim Ngân,Số 78 trong 258 hoạt động giải trí tại Hà Nội,Địa điểm lịch sử • Địa điểm tôn giáo,,,44,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10794590-Reviews-Kim_Ngan_Temple-Hanoi.html,4,20,7,8,5,0,0,4/23/2022,Hà Nội
Quán Bar Pier 59,Số 105 trên 158 Giải trí về đêm ở Hà Nội,Quán bar & câu lạc bộ • Câu lạc bộ khiêu vũ & vũ trường,Đang đóng cửa,19:00 - 02:00,2,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10751057-Reviews-Pier_59-Hanoi.html,2.5,9,1,1,2,1,4,4/23/2022,Hà Nội
Phòng Tranh Á Đông,Số 91 trong 258 hoạt động giải trí tại Hà Nội,Phòng trưng bày nghệ thuật,Đang mở cửa,08:00 - 20:30,10,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10092398-Reviews-A_Dong_Art_Gallery-Hanoi.html,5,7,6,1,0,0,0,4/23/2022,Hà Nội
Style Motorbikes,Số 68 trên 947 Hoạt động ngoài trời ở Hà Nội,Cho thuê tiện ích,Đang mở cửa,08:00 - 19:00,231,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10077825-Reviews-Style_Motorbikes-Hanoi.html,5,341,328,10,0,2,1,4/23/2022,Hà Nội
Lễ hội Chùa Hương,Số 106 trong 258 hoạt động giải trí tại Hà Nội,Sự kiện văn hóa,,,15,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10020707-Reviews-Huong_Pagoda_Festival-Hanoi.html,4,12,4,4,3,1,0,4/23/2022,Hà Nội
AEON MALL Ha Dong,Số 3 trong 14 hoạt động giải trí tại Ha Dong,Trung tâm mua sắm,Đang mở cửa,10:00 - 22:00,4,https://www.tripadvisor.com.vn/Attraction_Review-g17733187-d19893365-Reviews-AEON_MALL_Ha_Dong-Ha_Dong_Hanoi.html,,0,0,0,0,0,0,4/23/2022,Hà Nội
Tradars Spa,Số 181 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,,,12,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d9996715-Reviews-Tradars_Spa-Hanoi.html,5,4,4,0,0,0,0,4/21/2022,Hà Nội
1900 Le Théâtre,Số 43 trên 158 Giải trí về đêm ở Hà Nội,Quán bar & câu lạc bộ • Câu lạc bộ khiêu vũ & vũ trường,Đang mở cửa,11:00 - 01:00,67,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d9983238-Reviews-1900_Le_Theatre-Hanoi.html,3.5,100,32,26,15,7,20,4/21/2022,Hà Nội
Sakura Spa,Số 263 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,,,1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d9882447-Reviews-Sakura_Spa-Hanoi.html,3,4,1,1,0,0,2,4/21/2022,Hà Nội
PBH Outdoor,Số 254 trong 259 hoạt động giải trí tại Hà Nội,Cửa hàng của nhà máy,,,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d9730032-Reviews-PBH_Outdoor-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
A-Roaming Bodyworker,Số 155 trên 332 Spa & Sức khỏe ở Hà Nội,Câu lạc bộ sức khỏe • Spa,,,6,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8797161-Reviews-A_Roaming_Bodyworker-Hanoi.html,5,5,5,0,0,0,0,4/21/2022,Hà Nội
Moon Spa,Số 264 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,,,5,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8773726-Reviews-Moon_Spa-Hanoi.html,1,1,0,0,0,0,1,4/21/2022,Hà Nội
La Suite Spa,Số 125 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,,,8,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8773703-Reviews-La_Suite_Spa-Hanoi.html,4,24,9,10,3,2,0,4/21/2022,Hà Nội
Local Bar,Số 44 trên 158 Giải trí về đêm ở Hà Nội,Quán bar & câu lạc bộ,,,15,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8772781-Reviews-Local_Bar-Hanoi.html,4,13,5,6,1,1,0,4/21/2022,Hà Nội
Hanoi Transfer and Travel,Số 45 trên 346 Phương tiện giao thông ở Hà Nội,Taxi & xe đưa đón,,,8,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8666767-Reviews-Hanoi_Transfer_and_Travel-Hanoi.html,5,41,36,4,1,0,0,4/21/2022,Hà Nội
Booking Car,Số 15 trên 346 Phương tiện giao thông ở Hà Nội,Taxi & xe đưa đón,Đang mở cửa,05:00 - 23:30,120,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8611006-Reviews-Booking_Car-Hanoi.html,5,291,271,12,1,3,4,4/21/2022,Hà Nội
Ha Noi railway station,Số 172 trên 346 Phương tiện giao thông ở Hà Nội,Dịch vụ đường sắt • Hệ thống giao thông công cộng,,,85,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8610132-Reviews-Ha_Noi_railway_station-Hanoi.html,3,60,4,13,26,10,7,4/21/2022,Hà Nội
Chương trình giải trí Ionah,Số 5 trên 30 Nhà hát & hòa nhạc ở Hà Nội,Nhà hát & biểu diễn,Đang đóng cửa,19:30 - 21:30,131,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8599500-Reviews-Ionah_Show-Hanoi.html,4.5,225,175,33,11,4,2,4/21/2022,Hà Nội
Santal Spa,Số 110 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,Đang mở cửa,10:00 - 22:00,26,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8571593-Reviews-Santal_Spa-Hanoi.html,4.5,23,18,3,0,1,1,4/21/2022,Hà Nội
Apricot Gallery,Số 110 trong 259 hoạt động giải trí tại Hà Nội,Phòng trưng bày nghệ thuật,,,10,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8540410-Reviews-Apricot_Gallery-Hanoi.html,4,12,3,7,1,0,1,4/21/2022,Hà Nội
La Casa Chill & Spa,Số 211 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,Đang mở cửa,09:30 - 19:00,2,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8520214-Reviews-La_Casa_Chill_Spa-Hanoi.html,4.5,3,2,0,1,0,0,4/21/2022,Hà Nội
Hanoi Airport Taxi,Số 94 trên 346 Phương tiện giao thông ở Hà Nội,Taxi & xe đưa đón,,,3,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8321847-Reviews-Hanoi_Airport_Taxi-Hanoi.html,4,38,17,9,6,1,5,4/21/2022,Hà Nội
Nunal Boutique,Số 247 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,,,3,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8294428-Reviews-Nunal_Boutique-Hanoi.html,5,1,1,0,0,0,0,4/21/2022,Hà Nội
Vietnam Motorbike Rentals,Số 74 trên 949 Hoạt động ngoài trời ở Hà Nội,Cho thuê tiện ích,Đang mở cửa,08:00 - 18:00,117,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d7975671-Reviews-Vietnam_Motorbike_Rentals-Hanoi.html,5,166,159,4,0,0,3,4/21/2022,Hà Nội
MILF Bar,Số 154 trên 158 Giải trí về đêm ở Hà Nội,Quán bar & câu lạc bộ,,,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d7945172-Reviews-MILF_Bar-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Backstreet Academy,Số 17 trên 179 Lớp học & hội thảo ở Hà Nội,Buổi học & hội thảo,Đang mở cửa,00:00 - 23:59,142,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d7290572-Reviews-Backstreet_Academy-Hanoi.html,5,153,133,13,3,0,4,4/21/2022,Hà Nội
Hương Sen,Số 132 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,,,15,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d7022826-Reviews-Huong_Sen_Spa-Hanoi.html,4,43,19,12,3,2,7,4/21/2022,Hà Nội
Tràng Tiền Plaza,Số 79 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,Đang mở cửa,09:30 - 21:30,61,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6974721-Reviews-Trang_Tien_Plaza-Hanoi.html,3.5,96,16,31,36,6,7,4/21/2022,Hà Nội
NQ Spa,Số 116 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,,,17,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6948503-Reviews-NQ_Spa-Hanoi.html,4,53,32,7,7,3,4,4/21/2022,Hà Nội
The Bistro Cooking Class,Số 179 trên 179 Lớp học & hội thảo ở Hà Nội,Lớp nấu ăn,,,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6938753-Reviews-The_Bistro_Cooking_Class-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Yen Boutique - Hanoi Tailor Made Clothes,Số 145 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,,,1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6773304-Reviews-Yen_Boutique_Hanoi_Tailor_Made_Clothes-Hanoi.html,4,14,8,2,0,3,1,4/21/2022,Hà Nội
Huong Sen Healthcare Center,Số 242 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,Đang mở cửa,09:30 - 22:30,18,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6759638-Reviews-Huong_Sen_Healthcare_Center-Hanoi.html,4,2,0,2,0,0,0,4/21/2022,Hà Nội
Galaxy Hunter Paintball Club,Số 46 trên 101 Vui chơi & Giải trí ở Hà Nội,Trung tâm trò chơi & giải trí,,,18,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6622878-Reviews-Galaxy_Hunter_Paintball_Club-Hanoi.html,4,3,2,0,0,1,0,4/21/2022,Hà Nội
HanoiBoutique Tailoring,Số 414 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,,,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6412464-Reviews-HanoiBoutique_Tailoring-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Hanoi VietIndochiana Wellness,Số 331 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,,,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6385104-Reviews-Hanoi_VietIndochiana_Wellness-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Hong Ngoc Shopping Centre,Số 144 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,,,19,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6376255-Reviews-Hong_Ngoc_Shopping_Centre-Hanoi.html,3.5,47,8,18,8,6,7,4/21/2022,Hà Nội
Vietnamese Lacquer Painting - Ha Thai Village,Số 280 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,,,4,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6375020-Reviews-Vietnamese_Lacquer_Painting_Ha_Thai_Village-Hanoi.html,2.5,2,0,0,1,1,0,4/21/2022,Hà Nội
Omamori Spa,Số 37 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,Đang mở cửa,09:00 - 22:30,603,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d5566921-Reviews-Omamori_Spa-Hanoi.html,5,528,482,28,10,5,3,4/21/2022,Hà Nội
Tan Phong oil portraits and paintings,Số 257 trong 259 hoạt động giải trí tại Hà Nội,Điểm thu hút khách tham quan & thắng cảnh,,,1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d5545200-Reviews-Tan_Phong_oil_portraits_and_paintings-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Hanoi Art Gallery,Số 185 trong 259 hoạt động giải trí tại Hà Nội,Phòng trưng bày nghệ thuật,,,4,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d5029840-Reviews-Hanoi_Art_Gallery-Hanoi.html,3.5,3,0,2,1,0,0,4/21/2022,Hà Nội
Gallery27,Số 258 trong 259 hoạt động giải trí tại Hà Nội,Điểm thu hút khách tham quan & thắng cảnh,,,1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d4971485-Reviews-Gallery27-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Pagoda But Thap,Số 65 trong 259 hoạt động giải trí tại Hà Nội,Điểm thu hút khách tham quan & thắng cảnh,,,30,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d4945615-Reviews-Pagoda_But_Thap-Hanoi.html,4.5,31,17,8,6,0,0,4/21/2022,Hà Nội
Body & Soul Spa,Số 69 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,Đang mở cửa,09:00 - 19:00,20,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d4939663-Reviews-Body_Soul_Spa-Hanoi.html,5,55,54,0,1,0,0,4/21/2022,Hà Nội
Dinh Co Vu,Số 125 trong 259 hoạt động giải trí tại Hà Nội,Điểm thu hút khách tham quan & thắng cảnh,,,11,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d4763180-Reviews-Dinh_Co_Vu-Hanoi.html,4,7,3,2,2,0,0,4/21/2022,Hà Nội
Om Hanoi Yoga & Cafe,Số 83 trên 332 Spa & Sức khỏe ở Hà Nội,Yoga & pilate,Đang đóng cửa,08:30 - 08:30,60,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d4211370-Reviews-Om_Hanoi_Yoga_Cafe-Hanoi.html,4.5,71,54,8,6,1,2,4/21/2022,Hà Nội
Half man half noodle,Số 53 trên 158 Giải trí về đêm ở Hà Nội,Quán bar & câu lạc bộ,,,2,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d4005197-Reviews-Half_man_half_noodle-Hanoi.html,4.5,11,8,0,3,0,0,4/21/2022,Hà Nội
Tulu cafe&lounge,Số 158 trên 158 Giải trí về đêm ở Hà Nội,Quán bar & câu lạc bộ,,,1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d3646645-Reviews-Tulu_cafe_lounge-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
ELite Spa By IS Wellness,Số 200 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,,,1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d3222698-Reviews-ELite_Spa_By_IS_Wellness-Hanoi.html,3.5,9,2,3,3,1,0,4/21/2022,Hà Nội
Ha Giang Loop Tours,Số 209 trên 346 Phương tiện giao thông ở Hà Nội,Taxi & xe đưa đón,,,3,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d23966014-Reviews-Ha_Giang_Loop_Tours-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Cố Vấn Tài Chính - Tiến Nguyễn,Số 228 trong 259 hoạt động giải trí tại Hà Nội,Cửa hàng bách hóa,Đang mở cửa,08:00 - 20:00,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d23543466-Reviews-C_V_n_Tai_Chinh_Ti_n_Nguy_n-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Asana Foot And Body Massage,Số 278 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,Đang mở cửa,10:30 - 23:00,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d23518390-Reviews-Asana_Foot_And_Body_Massage-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Winecellar,Số 317 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,Đang mở cửa,08:00 - 21:00,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d23376623-Reviews-Winecellar-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Foot & Body Massage Sen Việt,Số 280 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,Đang mở cửa,09:30 - 22:30,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d23319465-Reviews-Foot_Body_Massage_Sen_Vi_t-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Go Kart,Số 56 trên 101 Vui chơi & Giải trí ở Hà Nội,Trung tâm trò chơi & giải trí,,,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d23021065-Reviews-Go_Kart-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Euphorea Salon And Spa - La Chapelle,Số 275 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,Đang mở cửa,09:00 - 20:00,89,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d22939255-Reviews-Euphorea_Salon_And_Spa_La_Chapelle-Hanoi.html,5,99,98,0,1,0,0,4/21/2022,Hà Nội
Narcissus Beauty & Spa,Số 258 trên 332 Spa & Sức khỏe ở Hà Nội,Spa,,,4,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d2211578-Reviews-Narcissus_Beauty_Spa-Hanoi.html,2,1,0,0,0,1,0,4/21/2022,Hà Nội
Bamboo Village Shop,Số 417 trên 417 Mua sắm ở Hà Nội,Cửa hàng đặc sản & cửa hàng quà tặng,,,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d2172697-Reviews-Bamboo_Village_Shop-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
Ribbon Florist,Số 111 trên 179 Lớp học & hội thảo ở Hà Nội,Buổi học & hội thảo,Đang mở cửa,08:00 - 18:00,0,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d21510018-Reviews-Ribbon_Florist-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
"Thuê xe sân bay, xe du lịch An Dương",Số 231 trên 346 Phương tiện giao thông ở Hà Nội,Taxi & xe đưa đón,Đang mở cửa,08:00 - 17:30,3,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d21403845-Reviews-Thue_xe_san_bay_xe_du_l_ch_An_Duong-Hanoi.html,,0,0,0,0,0,0,4/21/2022,Hà Nội
